date,value real,value linear,value est,chatgpt visits real,chatgpt linear,chatgpt est,dalle visits,dalle linear,dalle est,stabdif visits,stabdif linear,stabdif est
2022-10-24,,312.8666667,315.3268977,,,,,22.33333333,23018.36432,,27.13333333,25689.01857
2022-10-23,,312.6,312.4180693,,,,,22.5,24288.50929,,27.4,27216.70557
2022-10-22,,312.3333333,313.3587541,,,,,22.66666667,24163.21946,,27.66666667,27192.67834
2022-10-21,,312.0666667,316.4542929,,,,,22.83333333,22226.29917,,27.93333333,28762.13683
2022-10-20,,311.8,317.1962879,,,,,23,24482.88975,,28.2,29191.64105
2022-10-19,,311.5333333,318.2322197,,,,,23.16666667,22702.53359,,28.46666667,27740.15898
2022-10-18,,311.2666667,316.3563326,,,,,23.33333333,21435.09341,,28.73333333,27577.38103
2022-10-17,,311,307.6068998,,,,,23.5,22304.52802,,29,27926.21431
2022-10-16,,310.7333333,309.7954033,,,,,23.66666667,21616.02507,,29.26666667,27226.53096
2022-10-15,,310.4666667,308.2652876,,,,,23.83333333,23605.14086,,29.53333333,27635.29262
2022-10-14,,310.2,314.6195863,,,,,24,23695.54226,,29.8,28062.58779
2022-10-13,,309.9333333,310.3392092,,,,,24.16666667,24732.32934,,30.06666667,27773.443
2022-10-12,,309.6666667,308.8684294,,,,,24.33333333,22984.03214,,30.33333333,28454.36623
2022-10-11,,309.4,313.2405288,,,,,24.5,23255.20964,,30.6,31652.30987
2022-10-10,,309.1333333,314.365492,,,,,24.66666667,25569.22956,,30.86666667,30880.35963
2022-10-09,,308.8666667,305.5163143,,,,,24.83333333,24684.1022,,31.13333333,30565.44122
2022-10-08,,308.6,303.6748943,,,,,25,26154.23066,,31.4,31790.63237
2022-10-07,,308.3333333,310.9358016,,,,,25.16666667,26210.93586,,31.66666667,33262.85638
2022-10-06,,308.0666667,308.9274072,,,,,25.33333333,26781.61409,,31.93333333,32571.19025
2022-10-05,,307.8,308.1382221,,,,,25.5,27020.48423,,32.2,30648.35707
2022-10-04,,307.5333333,312.7148,,,,,25.66666667,27410.81194,,32.46666667,30485.17379
2022-10-03,,307.2666667,307.9011067,,,,,25.83333333,25689.57691,,32.73333333,32255.88547
2022-10-02,,307,306.270332,,,,,26,25396.87307,,33,31820.76564
2022-10-01,307,307,305.7810996,,,,26,26,24065.06192,33,26,25876.22969
2022-09-30,,306.8666667,309.5409965,,,,,25.9,25367.51858,,26.16666667,24460.53557
2022-09-29,,306.7333333,308.5756323,,,,,25.8,26125.25557,,26.33333333,24062.49401
2022-09-28,,306.6,303.1926897,,,,,25.7,24051.57667,,26.5,26196.7482
2022-09-27,,306.4666667,310.4844736,,,,,25.6,24175.473,,26.66666667,24537.69113
2022-09-26,,306.3333333,304.5786754,,,,,25.5,27042.6419,,26.83333333,24630.64067
2022-09-25,,306.2,306.7136026,,,,,25.4,27669.79257,,27,24639.1922
2022-09-24,,306.0666667,303.2607475,,,,,25.3,24263.93777,,27.16666667,25338.42433
2022-09-23,,305.9333333,301.1315576,,,,,25.2,25360.18133,,27.33333333,26247.86063
2022-09-22,,305.8,306.3994673,,,,,25.1,24131.0544,,27.5,28535.35819
2022-09-21,,305.6666667,302.8865068,,,,,25,24243.31632,,27.66666667,27453.27412
2022-09-20,,305.5333333,304.7392854,,,,,24.9,23814.9949,,27.83333333,27268.31557
2022-09-19,,305.4,302.2017856,,,,,24.8,23279.49847,,28,26218.49467
2022-09-18,,305.2666667,306.3472024,,,,,24.7,24863.84954,,28.16666667,28868.21507
2022-09-17,,305.1333333,300.497494,,,,,24.6,24174.15486,,28.33333333,27695.79785
2022-09-16,,305,308.6492482,,,,,24.5,23243.24646,,28.5,28235.73936
2022-09-15,,304.8666667,310.0014411,,,,,24.4,24955.97394,,28.66666667,30307.38847
2022-09-14,,304.7333333,303.3137657,,,,,24.3,25450.79218,,28.83333333,28460.54988
2022-09-13,,304.6,302.2141297,,,,,24.2,23503.23765,,29,29803.16496
2022-09-12,,304.4666667,298.7909056,,,,,24.1,23308.9713,,29.16666667,28287.61616
2022-09-11,,304.3333333,303.670605,,,,,24,24097.69139,,29.33333333,30944.61818
2022-09-10,,304.2,303.0411815,,,,,23.9,25059.30742,,29.5,31160.38545
2022-09-09,,304.0666667,307.7590211,,,,,23.8,22383.79223,,29.66666667,31727.7823
2022-09-08,,303.9333333,302.0810397,,,,,23.7,23520.13767,,29.83333333,31537.66802
2022-09-07,,303.8,307.2843119,,,,,23.6,24694.0413,,30,31755.30041
2022-09-06,,303.6666667,309.7519602,,,,,23.5,24175.21239,,30.16666667,32140.25679
2022-09-05,,303.5333333,310.3989214,,,,,23.4,21828.56372,,30.33333333,29292.41037
2022-09-04,,303.4,306.4996764,,,,,23.3,22320.56912,,30.5,30672.72311
2022-09-03,,303.2666667,308.2365696,,,,,23.2,23481.17073,,30.66666667,28694.4836
2022-09-02,,303.1333333,306.6643042,,,,,23.1,22750.35122,,30.83333333,29324.67841
2022-09-01,303,303,302.0992913,,,,23,23,24873.10537,38,31,30912.40352
2022-08-31,,302.5666667,298.426454,,,,,,,,,
2022-08-30,,302.1333333,306.0212695,,,,,,,,,
2022-08-29,,301.7,303.9963809,,,,,,,,,
2022-08-28,,301.2666667,307.0855809,,,,,,,,,
2022-08-27,,300.8333333,301.7090076,,,,,,,,,
2022-08-26,,300.4,299.7927023,,,,,,,,,
2022-08-25,,299.9666667,298.9144774,,,,,,,,,
2022-08-24,,299.5333333,298.3476765,,,,,,,,,
2022-08-23,,299.1,299.874303,,,,,,,,,
2022-08-22,,298.6666667,296.0289576,,,,,,,,,
2022-08-21,,298.2333333,301.5720206,,,,,,,,,
2022-08-20,,297.8,303.9316062,,,,,,,,,
2022-08-19,,297.3666667,297.3361485,,,,,,,,,
2022-08-18,,296.9333333,292.0541779,,,,,,,,,
2022-08-17,,296.5,299.1662534,,,,,,,,,
2022-08-16,,296.0666667,291.9965427,,,,,,,,,
2022-08-15,,295.6333333,299.5422961,,,,,,,,,
2022-08-14,,295.2,298.5026888,,,,,,,,,
2022-08-13,,294.7666667,293.8874733,,,,,,,,,
2022-08-12,,294.3333333,296.1995753,,,,,,,,,
2022-08-11,,293.9,297.5898726,,,,,,,,,
2022-08-10,,293.4666667,298.7036284,,,,,,,,,
2022-08-09,,293.0333333,295.7344219,,,,,,,,,
2022-08-08,,292.6,291.5403266,,,,,,,,,
2022-08-07,,292.1666667,292.9787646,,,,,,,,,
2022-08-06,,291.7333333,294.1069627,,,,,,,,,
2022-08-05,,291.3,288.1420888,,,,,,,,,
2022-08-04,,290.8666667,286.0492933,,,,,,,,,
2022-08-03,,290.4333333,292.1181213,,,,,,,,,
2022-08-02,,290,286.6354364,,,,,,,,,
2022-08-01,290,290,288.9906309,,,,25,,,,,
2022-07-31,,288.7,285.7871893,,,,,,,,,
2022-07-30,,287.4,281.9161568,,,,,,,,,
2022-07-29,,286.1,281.844847,,,,,,,,,
2022-07-28,,284.8,288.9134541,,,,,,,,,
2022-07-27,,283.5,282.1240362,,,,,,,,,
2022-07-26,,282.2,282.1772109,,,,,,,,,
2022-07-25,,280.9,284.2831633,,,,,,,,,
2022-07-24,,279.6,284.004949,,,,,,,,,
2022-07-23,,278.3,276.0114847,,,,,,,,,
2022-07-22,,277,275.7034454,,,,,,,,,
2022-07-21,,275.7,271.7010336,,,,,,,,,
2022-07-20,,274.4,277.5903101,,,,,,,,,
2022-07-19,,273.1,279.447093,,,,,,,,,
2022-07-18,,271.8,274.0941279,,,,,,,,,
2022-07-17,,270.5,272.5782384,,,,,,,,,
2022-07-16,,269.2,271.2134715,,,,,,,,,
2022-07-15,,267.9,263.8940415,,,,,,,,,
2022-07-14,,266.6,262.7882124,,,,,,,,,
2022-07-13,,265.3,259.5464637,,,,,,,,,
2022-07-12,,264,264.6639391,,,,,,,,,
2022-07-11,,262.7,261.2891817,,,,,,,,,
2022-07-10,,261.4,260.3667545,,,,,,,,,
